section,male,female,lastUpdate,date
0,16190,15505,2020-10-15T17:52:47.397Z,2020-10-15T17:52:47.397Z
10,37353,26372,2020-10-15T17:52:47.397Z,2020-10-15T17:52:47.397Z
20,31228,28142,2020-10-15T17:52:47.397Z,2020-10-15T17:52:47.397Z
30,20835,20374,2020-10-15T17:52:47.397Z,2020-10-15T17:52:47.397Z
40,18178,19054,2020-10-15T17:52:47.397Z,2020-10-15T17:52:47.397Z
50,14064,14394,2020-10-15T17:52:47.397Z,2020-10-15T17:52:47.397Z
60,10183,8952,2020-10-15T17:52:47.397Z,2020-10-15T17:52:47.397Z
70,4970,4476,2020-10-15T17:52:47.397Z,2020-10-15T17:52:47.397Z
80,2123,2630,2020-10-15T17:52:47.397Z,2020-10-15T17:52:47.397Z
90,493,1143,2020-10-15T17:52:47.397Z,2020-10-15T17:52:47.397Z
