section,male,female,lastUpdate,date
0,17142,16391,2020-11-05T04:08:38.337Z,2020-11-05T04:08:38.337Z
10,38860,27740,2020-11-05T04:08:38.337Z,2020-11-05T04:08:38.337Z
20,33006,29875,2020-11-05T04:08:38.337Z,2020-11-05T04:08:38.337Z
30,21963,21623,2020-11-05T04:08:38.337Z,2020-11-05T04:08:38.337Z
40,19168,20210,2020-11-05T04:08:38.337Z,2020-11-05T04:08:38.337Z
50,14877,15372,2020-11-05T04:08:38.337Z,2020-11-05T04:08:38.337Z
60,10831,9556,2020-11-05T04:08:38.337Z,2020-11-05T04:08:38.337Z
70,5305,4844,2020-11-05T04:08:38.337Z,2020-11-05T04:08:38.337Z
80,2310,2873,2020-11-05T04:08:38.337Z,2020-11-05T04:08:38.337Z
90,547,1250,2020-11-05T04:08:38.337Z,2020-11-05T04:08:38.337Z
