section,male,female,lastUpdate,date
0,2,2,2021-01-20T20:20:13.790Z,2021-01-20T20:20:13.790Z
10,2,2,2021-01-20T20:20:13.790Z,2021-01-20T20:20:13.790Z
20,5,9,2021-01-20T20:20:13.790Z,2021-01-20T20:20:13.790Z
30,14,9,2021-01-20T20:20:13.790Z,2021-01-20T20:20:13.790Z
40,28,27,2021-01-20T20:20:13.790Z,2021-01-20T20:20:13.790Z
50,142,69,2021-01-20T20:20:13.790Z,2021-01-20T20:20:13.790Z
60,395,161,2021-01-20T20:20:13.790Z,2021-01-20T20:20:13.790Z
70,690,344,2021-01-20T20:20:13.790Z,2021-01-20T20:20:13.790Z
80,780,645,2021-01-20T20:20:13.790Z,2021-01-20T20:20:13.790Z
90,361,493,2021-01-20T20:20:13.790Z,2021-01-20T20:20:13.790Z
