section,male,female,lastUpdate,date
0,0,0,2020-12-18T12:42:11.287Z,2020-12-18T12:42:11.287Z
10,2,0,2020-12-18T12:42:11.287Z,2020-12-18T12:42:11.287Z
20,0,1,2020-12-18T12:42:11.287Z,2020-12-18T12:42:11.287Z
30,0,0,2020-12-18T12:42:11.287Z,2020-12-18T12:42:11.287Z
40,4,1,2020-12-18T12:42:11.287Z,2020-12-18T12:42:11.287Z
50,16,1,2020-12-18T12:42:11.287Z,2020-12-18T12:42:11.287Z
60,21,8,2020-12-18T12:42:11.287Z,2020-12-18T12:42:11.287Z
70,22,14,2020-12-18T12:42:11.287Z,2020-12-18T12:42:11.287Z
80,7,5,2020-12-18T12:42:11.287Z,2020-12-18T12:42:11.287Z
90,1,0,2020-12-18T12:42:11.287Z,2020-12-18T12:42:11.287Z
