section,male,female,lastUpdate,date
0,1,1,2020-12-18T12:42:11.287Z,2020-12-18T12:42:11.287Z
10,1,2,2020-12-18T12:42:11.287Z,2020-12-18T12:42:11.287Z
20,2,5,2020-12-18T12:42:11.287Z,2020-12-18T12:42:11.287Z
30,12,7,2020-12-18T12:42:11.287Z,2020-12-18T12:42:11.287Z
40,22,14,2020-12-18T12:42:11.287Z,2020-12-18T12:42:11.287Z
50,105,58,2020-12-18T12:42:11.287Z,2020-12-18T12:42:11.287Z
60,280,116,2020-12-18T12:42:11.287Z,2020-12-18T12:42:11.287Z
70,513,256,2020-12-18T12:42:11.287Z,2020-12-18T12:42:11.287Z
80,562,477,2020-12-18T12:42:11.287Z,2020-12-18T12:42:11.287Z
90,250,373,2020-12-18T12:42:11.287Z,2020-12-18T12:42:11.287Z
