section,male,female,lastUpdate,date
0,17099,16366,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
10,38810,27662,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
20,32922,29798,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
30,21913,21558,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
40,19126,20147,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
50,14839,15333,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
60,10806,9524,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
70,5291,4829,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
80,2299,2868,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
90,545,1245,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
