Verified_Doctors,Verified_Nurses,isolated_Nurses,isolated_Doctors,isolated_Other_Sector,lastUpdate,date
105,243,492,293,988,2020-08-24T15:46:46.347Z,2020-08-24T15:46:46.347Z
