section,male,female,lastUpdate,date
0,0,2,2021-03-22T05:32:53.070Z,2021-03-22T05:32:53.070Z
10,0,0,2021-03-22T05:32:53.070Z,2021-03-22T05:32:53.070Z
20,4,2,2021-03-22T05:32:53.070Z,2021-03-22T05:32:53.070Z
30,6,12,2021-03-22T05:32:53.070Z,2021-03-22T05:32:53.070Z
40,18,7,2021-03-22T05:32:53.070Z,2021-03-22T05:32:53.070Z
50,32,16,2021-03-22T05:32:53.070Z,2021-03-22T05:32:53.070Z
60,30,22,2021-03-22T05:32:53.070Z,2021-03-22T05:32:53.070Z
70,20,13,2021-03-22T05:32:53.070Z,2021-03-22T05:32:53.070Z
80,7,8,2021-03-22T05:32:53.070Z,2021-03-22T05:32:53.070Z
90,3,1,2021-03-22T05:32:53.070Z,2021-03-22T05:32:53.070Z
