section,male,female,lastUpdate,date
0,0,1,2021-03-30T04:29:22.700Z,2021-03-30T04:29:22.700Z
10,0,0,2021-03-30T04:29:22.700Z,2021-03-30T04:29:22.700Z
20,3,2,2021-03-30T04:29:22.700Z,2021-03-30T04:29:22.700Z
30,6,9,2021-03-30T04:29:22.700Z,2021-03-30T04:29:22.700Z
40,19,8,2021-03-30T04:29:22.700Z,2021-03-30T04:29:22.700Z
50,34,14,2021-03-30T04:29:22.700Z,2021-03-30T04:29:22.700Z
60,25,21,2021-03-30T04:29:22.700Z,2021-03-30T04:29:22.700Z
70,18,21,2021-03-30T04:29:22.700Z,2021-03-30T04:29:22.700Z
80,9,6,2021-03-30T04:29:22.700Z,2021-03-30T04:29:22.700Z
90,2,1,2021-03-30T04:29:22.700Z,2021-03-30T04:29:22.700Z
