section,male,female,lastUpdate,date
0,18584,17738,2020-12-07T17:19:19.367Z,2020-12-07T17:19:19.367Z
10,40996,30052,2020-12-07T17:19:19.367Z,2020-12-07T17:19:19.367Z
20,35481,32897,2020-12-07T17:19:19.367Z,2020-12-07T17:19:19.367Z
30,23984,24074,2020-12-07T17:19:19.367Z,2020-12-07T17:19:19.367Z
40,21045,22406,2020-12-07T17:19:19.367Z,2020-12-07T17:19:19.367Z
50,16355,17098,2020-12-07T17:19:19.367Z,2020-12-07T17:19:19.367Z
60,11962,10718,2020-12-07T17:19:19.367Z,2020-12-07T17:19:19.367Z
70,5945,5468,2020-12-07T17:19:19.367Z,2020-12-07T17:19:19.367Z
80,2495,3180,2020-12-07T17:19:19.367Z,2020-12-07T17:19:19.367Z
90,603,1373,2020-12-07T17:19:19.367Z,2020-12-07T17:19:19.367Z
