section,male,female,lastUpdate,date
0,0,1,2021-02-17T09:46:45.287Z,2021-02-17T09:46:45.287Z
10,2,4,2021-02-17T09:46:45.287Z,2021-02-17T09:46:45.287Z
20,9,18,2021-02-17T09:46:45.287Z,2021-02-17T09:46:45.287Z
30,38,29,2021-02-17T09:46:45.287Z,2021-02-17T09:46:45.287Z
40,70,39,2021-02-17T09:46:45.287Z,2021-02-17T09:46:45.287Z
50,107,62,2021-02-17T09:46:45.287Z,2021-02-17T09:46:45.287Z
60,124,89,2021-02-17T09:46:45.287Z,2021-02-17T09:46:45.287Z
70,110,87,2021-02-17T09:46:45.287Z,2021-02-17T09:46:45.287Z
80,70,70,2021-02-17T09:46:45.287Z,2021-02-17T09:46:45.287Z
90,12,17,2021-02-17T09:46:45.287Z,2021-02-17T09:46:45.287Z
