section,male,female,lastUpdate,date
0,5612,5365,2020-08-25T07:23:14.767Z,2020-08-25T07:23:14.767Z
10,10767,8908,2020-08-25T07:23:14.767Z,2020-08-25T07:23:14.767Z
20,11004,10732,2020-08-25T07:23:14.767Z,2020-08-25T07:23:14.767Z
30,7553,7178,2020-08-25T07:23:14.767Z,2020-08-25T07:23:14.767Z
40,6467,6741,2020-08-25T07:23:14.767Z,2020-08-25T07:23:14.767Z
50,5131,5218,2020-08-25T07:23:14.767Z,2020-08-25T07:23:14.767Z
60,3612,3296,2020-08-25T07:23:14.767Z,2020-08-25T07:23:14.767Z
70,1828,1611,2020-08-25T07:23:14.767Z,2020-08-25T07:23:14.767Z
80,770,1040,2020-08-25T07:23:14.767Z,2020-08-25T07:23:14.767Z
90,205,488,2020-08-25T07:23:14.767Z,2020-08-25T07:23:14.767Z
