section,male,female,lastUpdate,date
0,7413,7155,2020-09-10T07:15:19.630Z,2020-09-10T07:15:19.630Z
10,16872,11990,2020-09-10T07:15:19.630Z,2020-09-10T07:15:19.630Z
20,14877,14214,2020-09-10T07:15:19.630Z,2020-09-10T07:15:19.630Z
30,9825,9824,2020-09-10T07:15:19.630Z,2020-09-10T07:15:19.630Z
40,8572,9317,2020-09-10T07:15:19.630Z,2020-09-10T07:15:19.630Z
50,6798,7101,2020-09-10T07:15:19.630Z,2020-09-10T07:15:19.630Z
60,4737,4390,2020-09-10T07:15:19.630Z,2020-09-10T07:15:19.630Z
70,2353,2199,2020-09-10T07:15:19.630Z,2020-09-10T07:15:19.630Z
80,998,1345,2020-09-10T07:15:19.630Z,2020-09-10T07:15:19.630Z
90,244,593,2020-09-10T07:15:19.630Z,2020-09-10T07:15:19.630Z
