name,amount,lastUpdate,date
hard,487,2020-09-10T07:15:19.630Z,2020-09-10T07:15:19.630Z
moderate,161,2020-09-10T07:15:19.630Z,2020-09-10T07:15:19.630Z
name,amount,lastUpdate,date
hard,487,2020-09-10T07:15:19.630Z,2020-09-10T07:15:19.630Z
moderate,161,2020-09-10T07:15:19.630Z,2020-09-10T07:15:19.630Z
