date,new_hospitalized,Counthospitalized,Counthospitalized_without_release,CountHardStatus,CountMediumStatus,CountEasyStatus,CountBreath,CountDeath,total_beds,StandardOccupancy,num_visits,patients_home,patients_hotel,lastUpdate
2020-03-02T00:00:00.000Z,1,11,11,0,0,11,0,0,1383,0.007953723788864787,5632,-162,0,2020-09-01T15:48:54.947Z
2020-03-03T00:00:00.000Z,0,10,10,0,0,10,0,0,1383,0.007230657989877079,7857,-159,0,2020-09-01T15:48:54.947Z
2020-03-04T00:00:00.000Z,0,12,11,0,0,12,0,0,1383,0.008676789587852495,7012,-161,0,2020-09-01T15:48:54.947Z
2020-03-05T00:00:00.000Z,1,13,13,1,0,12,0,0,1383,0.009399855386840203,7012,-161,0,2020-09-01T15:48:54.947Z
2020-03-06T00:00:00.000Z,1,16,16,2,0,14,1,0,1383,0.01156905278380333,5177,-160,0,2020-09-01T15:48:54.947Z
2020-03-07T00:00:00.000Z,1,20,20,3,0,17,2,0,1383,0.01446131597975416,4861,-160,0,2020-09-01T15:48:54.947Z
2020-03-08T00:00:00.000Z,2,26,26,5,0,21,4,0,1383,0.01879971077368041,7330,-157,0,2020-09-01T15:48:54.947Z
2020-03-09T00:00:00.000Z,7,39,39,6,0,33,5,0,1383,0.02819956616052061,6205,-166,0,2020-09-01T15:48:54.947Z
2020-03-10T00:00:00.000Z,2,59,59,6,0,53,5,0,1383,0.04266088214027477,6021,-153,0,2020-09-01T15:48:54.947Z
2020-03-11T00:00:00.000Z,10,81,81,7,1,73,6,0,1383,0.05856832971800434,5981,-155,0,2020-09-01T15:48:54.947Z
2020-03-12T00:00:00.000Z,6,103,101,7,1,95,6,0,1383,0.07447577729573392,5983,-154,0,2020-09-01T15:48:54.947Z
2020-03-13T00:00:00.000Z,10,123,122,7,4,112,6,0,1383,0.08893709327548807,4121,-140,0,2020-09-01T15:48:54.947Z
2020-03-14T00:00:00.000Z,20,162,161,6,4,152,4,0,1383,0.1171366594360087,3692,-150,0,2020-09-01T15:48:54.947Z
2020-03-15T00:00:00.000Z,37,202,200,9,6,187,6,0,1383,0.146059291395517,5490,-151,0,2020-09-01T15:48:54.947Z
2020-03-16T00:00:00.000Z,27,221,215,11,5,205,7,0,1383,0.1597975415762835,4759,-93,0,2020-09-01T15:48:54.947Z
2020-03-17T00:00:00.000Z,46,256,256,12,6,238,7,0,1383,0.1851048445408532,4338,-45,0,2020-09-01T15:48:54.947Z
2020-03-18T00:00:00.000Z,54,306,269,16,11,279,7,0,1383,0.2212581344902386,3920,55,0,2020-09-01T15:48:54.947Z
2020-03-19T00:00:00.000Z,31,295,264,21,11,263,12,0,1383,0.2133044107013738,4053,185,0,2020-09-01T15:48:54.947Z
2020-03-20T00:00:00.000Z,30,289,251,23,14,252,12,1,1383,0.2089660159074476,3207,362,0,2020-09-01T15:48:54.947Z
2020-03-21T00:00:00.000Z,35,277,274,27,21,229,15,0,1383,0.2002892263195951,2905,545,0,2020-09-01T15:48:54.947Z
2020-03-22T00:00:00.000Z,54,324,305,37,32,255,22,0,1383,0.2342733188720174,4523,761,0,2020-09-01T15:48:54.947Z
2020-03-23T00:00:00.000Z,58,352,323,42,36,274,24,0,1383,0.2545191612436732,4053,1081,0,2020-09-01T15:48:54.947Z
2020-03-24T00:00:00.000Z,82,395,343,45,48,302,26,3,1383,0.2856109906001446,3963,1474,0,2020-09-01T15:48:54.947Z
2020-03-25T00:00:00.000Z,81,413,397,49,53,311,28,1,1383,0.2986261749819233,3666,1832,0,2020-09-01T15:48:54.947Z
2020-03-26T00:00:00.000Z,83,464,413,54,65,345,31,5,1383,0.3355025307302965,3925,2314,0,2020-09-01T15:48:54.947Z
2020-03-27T00:00:00.000Z,110,515,468,65,69,381,37,2,1383,0.3723788864786696,3267,2682,0,2020-09-01T15:48:54.947Z
2020-03-28T00:00:00.000Z,53,513,485,69,81,363,41,1,1383,0.3709327548806942,2834,3121,0,2020-09-01T15:48:54.947Z
2020-03-29T00:00:00.000Z,70,544,516,79,88,377,50,3,1383,0.3933477946493131,4289,3585,0,2020-09-01T15:48:54.947Z
2020-03-30T00:00:00.000Z,121,619,570,88,105,426,55,1,1383,0.4475777295733912,3886,4045,0,2020-09-01T15:48:54.947Z
2020-03-31T00:00:00.000Z,111,668,628,97,113,458,64,4,1383,0.4830079537237889,4005,4660,0,2020-09-01T15:48:54.947Z
2020-04-01T00:00:00.000Z,147,769,728,111,143,515,72,8,1383,0.5560375994215474,4088,4508,689,2020-09-01T15:48:54.947Z
