total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3263,1045,216,155,386,259,2021-03-11T14:52:58.723Z
100,32,21,15,37,25,2021-03-11T14:52:58.723Z
