age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,295275,196490,1538337,19.2,12.8,2021-03-11T14:52:58.723Z
20-29,893244,590650,1300361,68.7,45.4,2021-03-11T14:52:58.723Z
30-39,901892,636361,1197026,75.3,53.2,2021-03-11T14:52:58.723Z
40-49,891649,711497,1098556,81.2,64.8,2021-03-11T14:52:58.723Z
50-59,731775,618766,849966,86.1,72.8,2021-03-11T14:52:58.723Z
60-69,647776,588590,741639,87.3,79.4,2021-03-11T14:52:58.723Z
70-79,471471,442572,490784,96.1,90.2,2021-03-11T14:52:58.723Z
80-89,210344,196447,225538,93.3,87.1,2021-03-11T14:52:58.723Z
90+,49336,45471,51496,95.8,88.3,2021-03-11T14:52:58.723Z
