section,male,female,lastUpdate,date
0,0,0,2020-10-20T04:50:00.180Z,2020-10-20T04:50:00.180Z
10,1,0,2020-10-20T04:50:00.180Z,2020-10-20T04:50:00.180Z
20,2,3,2020-10-20T04:50:00.180Z,2020-10-20T04:50:00.180Z
30,8,4,2020-10-20T04:50:00.180Z,2020-10-20T04:50:00.180Z
40,20,12,2020-10-20T04:50:00.180Z,2020-10-20T04:50:00.180Z
50,57,32,2020-10-20T04:50:00.180Z,2020-10-20T04:50:00.180Z
60,121,44,2020-10-20T04:50:00.180Z,2020-10-20T04:50:00.180Z
70,111,51,2020-10-20T04:50:00.180Z,2020-10-20T04:50:00.180Z
80,65,54,2020-10-20T04:50:00.180Z,2020-10-20T04:50:00.180Z
90,14,30,2020-10-20T04:50:00.180Z,2020-10-20T04:50:00.180Z
