section,male,female,lastUpdate,date
0,,1,2020-11-18T19:07:49.813Z,2020-11-18T19:07:49.813Z
10,1.0,2,2020-11-18T19:07:49.813Z,2020-11-18T19:07:49.813Z
20,1.0,3,2020-11-18T19:07:49.813Z,2020-11-18T19:07:49.813Z
30,11.0,6,2020-11-18T19:07:49.813Z,2020-11-18T19:07:49.813Z
40,20.0,10,2020-11-18T19:07:49.813Z,2020-11-18T19:07:49.813Z
50,92.0,50,2020-11-18T19:07:49.813Z,2020-11-18T19:07:49.813Z
60,246.0,104,2020-11-18T19:07:49.813Z,2020-11-18T19:07:49.813Z
70,450.0,220,2020-11-18T19:07:49.813Z,2020-11-18T19:07:49.813Z
80,517.0,423,2020-11-18T19:07:49.813Z,2020-11-18T19:07:49.813Z
90,231.0,350,2020-11-18T19:07:49.813Z,2020-11-18T19:07:49.813Z
