dates,averages,lastUpdate
"{'begin_date': '3.1.21', 'end_date': '9.1.21'}",7244,2021-01-25T20:15:07.197Z
"{'begin_date': '10.1.21', 'end_date': '16.1.21'}",8317,2021-01-25T20:15:07.197Z
"{'begin_date': '17.1.21', 'end_date': '23.1.21'}",7089,2021-01-25T20:15:07.197Z
"{'begin_date': '24.1.21', 'end_date': '25.1.21'}",5950,2021-01-25T20:15:07.197Z
