total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2020,1828,350,283,749,405,2021-01-25T20:15:07.197Z
100,90,19,15,41,22,2021-01-25T20:15:07.197Z
