section,male,female,lastUpdate,date
0,19574,18698,2020-12-16T20:11:43.260Z,2020-12-16T20:11:43.260Z
10,42496,31785,2020-12-16T20:11:43.260Z,2020-12-16T20:11:43.260Z
20,37008,34727,2020-12-16T20:11:43.260Z,2020-12-16T20:11:43.260Z
30,25206,25533,2020-12-16T20:11:43.260Z,2020-12-16T20:11:43.260Z
40,22173,23829,2020-12-16T20:11:43.260Z,2020-12-16T20:11:43.260Z
50,17305,18155,2020-12-16T20:11:43.260Z,2020-12-16T20:11:43.260Z
60,12669,11368,2020-12-16T20:11:43.260Z,2020-12-16T20:11:43.260Z
70,6334,5801,2020-12-16T20:11:43.260Z,2020-12-16T20:11:43.260Z
80,2656,3403,2020-12-16T20:11:43.260Z,2020-12-16T20:11:43.260Z
90,637,1451,2020-12-16T20:11:43.260Z,2020-12-16T20:11:43.260Z
