section,male,female,lastUpdate,date
0,54093,50942,2021-02-26T07:04:53.997Z,2021-02-26T07:04:53.997Z
10,85468,76115,2021-02-26T07:04:53.997Z,2021-02-26T07:04:53.997Z
20,71922,74099,2021-02-26T07:04:53.997Z,2021-02-26T07:04:53.997Z
30,51858,54807,2021-02-26T07:04:53.997Z,2021-02-26T07:04:53.997Z
40,43451,48086,2021-02-26T07:04:53.997Z,2021-02-26T07:04:53.997Z
50,32749,35168,2021-02-26T07:04:53.997Z,2021-02-26T07:04:53.997Z
60,22533,21739,2021-02-26T07:04:53.997Z,2021-02-26T07:04:53.997Z
70,11134,11081,2021-02-26T07:04:53.997Z,2021-02-26T07:04:53.997Z
80,4917,6724,2021-02-26T07:04:53.997Z,2021-02-26T07:04:53.997Z
90,1304,2763,2021-02-26T07:04:53.997Z,2021-02-26T07:04:53.997Z
