age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,251764,137924,1538337,16.4,9.0,2021-02-26T07:04:53.997Z
20-29,767559,351748,1300361,59.0,27.1,2021-02-26T07:04:53.997Z
30-39,793787,419556,1197026,66.3,35.0,2021-02-26T07:04:53.997Z
40-49,817029,595436,1098556,74.4,54.2,2021-02-26T07:04:53.997Z
50-59,684255,551875,849966,80.5,64.9,2021-02-26T07:04:53.997Z
60-69,622619,556886,741639,84.0,75.1,2021-02-26T07:04:53.997Z
70-79,459184,427504,490784,93.6,87.1,2021-02-26T07:04:53.997Z
80-89,204766,189493,225538,90.8,84.0,2021-02-26T07:04:53.997Z
90+,48112,43682,51496,93.4,84.8,2021-02-26T07:04:53.997Z
