total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2208,1745,282,221,746,395,2021-01-28T21:08:02.507Z
100,79,16,13,43,23,2021-01-28T21:08:02.507Z
