section,male,female,lastUpdate,date
0,19150,18268,2020-12-13T16:21:49.793Z,2020-12-13T16:21:49.793Z
10,41774,30931,2020-12-13T16:21:49.793Z,2020-12-13T16:21:49.793Z
20,36354,33915,2020-12-13T16:21:49.793Z,2020-12-13T16:21:49.793Z
30,24701,24932,2020-12-13T16:21:49.793Z,2020-12-13T16:21:49.793Z
40,21658,23209,2020-12-13T16:21:49.793Z,2020-12-13T16:21:49.793Z
50,16873,17698,2020-12-13T16:21:49.793Z,2020-12-13T16:21:49.793Z
60,12373,11086,2020-12-13T16:21:49.793Z,2020-12-13T16:21:49.793Z
70,6173,5646,2020-12-13T16:21:49.793Z,2020-12-13T16:21:49.793Z
80,2582,3316,2020-12-13T16:21:49.793Z,2020-12-13T16:21:49.793Z
90,620,1423,2020-12-13T16:21:49.793Z,2020-12-13T16:21:49.793Z
