section,male,female,lastUpdate,date
0,1,1,2020-12-13T16:21:49.793Z,2020-12-13T16:21:49.793Z
10,1,2,2020-12-13T16:21:49.793Z,2020-12-13T16:21:49.793Z
20,2,5,2020-12-13T16:21:49.793Z,2020-12-13T16:21:49.793Z
30,12,7,2020-12-13T16:21:49.793Z,2020-12-13T16:21:49.793Z
40,21,12,2020-12-13T16:21:49.793Z,2020-12-13T16:21:49.793Z
50,102,58,2020-12-13T16:21:49.793Z,2020-12-13T16:21:49.793Z
60,273,113,2020-12-13T16:21:49.793Z,2020-12-13T16:21:49.793Z
70,502,251,2020-12-13T16:21:49.793Z,2020-12-13T16:21:49.793Z
80,550,471,2020-12-13T16:21:49.793Z,2020-12-13T16:21:49.793Z
90,242,370,2020-12-13T16:21:49.793Z,2020-12-13T16:21:49.793Z
