total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2020,1822,353,287,783,399,2021-01-22T13:28:10.110Z
100,90,19,16,43,22,2021-01-22T13:28:10.110Z
