section,male,female,lastUpdate,date
0,0,1,2021-02-22T07:19:44.173Z,2021-02-22T07:19:44.173Z
10,3,6,2021-02-22T07:19:44.173Z,2021-02-22T07:19:44.173Z
20,11,17,2021-02-22T07:19:44.173Z,2021-02-22T07:19:44.173Z
30,32,26,2021-02-22T07:19:44.173Z,2021-02-22T07:19:44.173Z
40,49,44,2021-02-22T07:19:44.173Z,2021-02-22T07:19:44.173Z
50,95,61,2021-02-22T07:19:44.173Z,2021-02-22T07:19:44.173Z
60,109,74,2021-02-22T07:19:44.173Z,2021-02-22T07:19:44.173Z
70,91,71,2021-02-22T07:19:44.173Z,2021-02-22T07:19:44.173Z
80,37,57,2021-02-22T07:19:44.173Z,2021-02-22T07:19:44.173Z
90,11,12,2021-02-22T07:19:44.173Z,2021-02-22T07:19:44.173Z
