age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,225369,109975,1505185,15.0,7.3,2021-02-22T07:19:44.173Z
20-29,685320,281564,1277634,53.6,22.0,2021-02-22T07:19:44.173Z
30-39,722980,340047,1186386,60.9,28.7,2021-02-22T07:19:44.173Z
40-49,774618,543905,1080768,71.7,50.3,2021-02-22T07:19:44.173Z
50-59,658641,525786,832687,79.1,63.1,2021-02-22T07:19:44.173Z
60-69,608906,545567,735380,82.8,74.2,2021-02-22T07:19:44.173Z
70-79,452262,421189,462148,97.9,91.1,2021-02-22T07:19:44.173Z
80-89,201631,186267,222547,90.6,83.7,2021-02-22T07:19:44.173Z
90+,47429,42855,50589,93.8,84.7,2021-02-22T07:19:44.173Z
