section,male,female,lastUpdate,date
0,0,0,2020-10-28T15:52:26.623Z,2020-10-28T15:52:26.623Z
10,0,0,2020-10-28T15:52:26.623Z,2020-10-28T15:52:26.623Z
20,0,1,2020-10-28T15:52:26.623Z,2020-10-28T15:52:26.623Z
30,2,0,2020-10-28T15:52:26.623Z,2020-10-28T15:52:26.623Z
40,7,1,2020-10-28T15:52:26.623Z,2020-10-28T15:52:26.623Z
50,22,13,2020-10-28T15:52:26.623Z,2020-10-28T15:52:26.623Z
60,47,15,2020-10-28T15:52:26.623Z,2020-10-28T15:52:26.623Z
70,34,25,2020-10-28T15:52:26.623Z,2020-10-28T15:52:26.623Z
80,14,12,2020-10-28T15:52:26.623Z,2020-10-28T15:52:26.623Z
90,2,3,2020-10-28T15:52:26.623Z,2020-10-28T15:52:26.623Z
