date,new_hospitalized,Counthospitalized,Counthospitalized_without_release,CountHardStatus,CountMediumStatus,CountEasyStatus,CountBreath,CountDeath,total_beds,StandardOccupancy,num_visits,patients_home,patients_hotel,lastUpdate
2020-03-02T00:00:00.000Z,1,11,11,0,0,11,0,0,1476,0.007452574525745257,5632,-232,0,2020-09-13T07:29:45.173Z
2020-03-03T00:00:00.000Z,0,10,10,0,0,10,0,0,1476,0.006775067750677507,7857,-229,0,2020-09-13T07:29:45.173Z
2020-03-04T00:00:00.000Z,0,12,11,0,0,12,0,0,1476,0.008130081300813009,7012,-231,0,2020-09-13T07:29:45.173Z
2020-03-05T00:00:00.000Z,1,13,13,1,0,12,0,0,1476,0.008807588075880758,7012,-231,0,2020-09-13T07:29:45.173Z
2020-03-06T00:00:00.000Z,1,16,16,2,0,14,1,0,1476,0.01084010840108401,5177,-230,0,2020-09-13T07:29:45.173Z
2020-03-07T00:00:00.000Z,1,20,20,3,0,17,2,0,1476,0.01355013550135501,4861,-230,0,2020-09-13T07:29:45.173Z
2020-03-08T00:00:00.000Z,2,26,26,5,0,21,4,0,1476,0.01761517615176152,7330,-228,0,2020-09-13T07:29:45.173Z
2020-03-09T00:00:00.000Z,7,39,39,6,0,33,5,0,1476,0.02642276422764228,6205,-237,0,2020-09-13T07:29:45.173Z
2020-03-10T00:00:00.000Z,2,59,59,6,0,53,5,0,1476,0.03997289972899729,6021,-224,0,2020-09-13T07:29:45.173Z
2020-03-11T00:00:00.000Z,10,81,81,7,1,73,6,0,1476,0.05487804878048781,5981,-226,0,2020-09-13T07:29:45.173Z
2020-03-12T00:00:00.000Z,6,103,101,7,1,95,6,0,1476,0.06978319783197832,5983,-225,0,2020-09-13T07:29:45.173Z
2020-03-13T00:00:00.000Z,10,123,122,7,4,112,6,0,1476,0.08333333333333333,4121,-211,0,2020-09-13T07:29:45.173Z
2020-03-14T00:00:00.000Z,20,162,161,6,4,152,4,0,1476,0.1097560975609756,3692,-221,0,2020-09-13T07:29:45.173Z
2020-03-15T00:00:00.000Z,37,202,200,9,6,187,6,0,1476,0.1368563685636856,5489,-222,0,2020-09-13T07:29:45.173Z
2020-03-16T00:00:00.000Z,27,221,215,11,5,205,7,0,1476,0.1497289972899729,4759,-164,0,2020-09-13T07:29:45.173Z
2020-03-17T00:00:00.000Z,46,256,256,12,6,238,7,0,1476,0.1734417344173442,4338,-115,0,2020-09-13T07:29:45.173Z
2020-03-18T00:00:00.000Z,54,306,269,16,11,279,7,0,1476,0.2073170731707317,3920,-15,0,2020-09-13T07:29:45.173Z
2020-03-19T00:00:00.000Z,31,295,264,21,11,263,12,0,1476,0.1998644986449865,4053,116,0,2020-09-13T07:29:45.173Z
2020-03-20T00:00:00.000Z,30,289,251,23,14,252,12,1,1476,0.19579945799458,3207,291,0,2020-09-13T07:29:45.173Z
2020-03-21T00:00:00.000Z,35,277,274,27,21,229,15,0,1476,0.1876693766937669,2905,474,0,2020-09-13T07:29:45.173Z
2020-03-22T00:00:00.000Z,54,324,305,37,32,255,22,0,1476,0.2195121951219512,4523,689,0,2020-09-13T07:29:45.173Z
2020-03-23T00:00:00.000Z,58,352,323,42,36,274,24,0,1476,0.2384823848238482,4053,1010,0,2020-09-13T07:29:45.173Z
2020-03-24T00:00:00.000Z,82,395,343,45,48,302,26,3,1476,0.2676151761517615,3963,1401,0,2020-09-13T07:29:45.173Z
2020-03-25T00:00:00.000Z,81,413,397,49,53,311,28,1,1476,0.279810298102981,3666,1759,0,2020-09-13T07:29:45.173Z
2020-03-26T00:00:00.000Z,83,464,413,54,65,345,31,5,1476,0.3143631436314363,3925,2241,0,2020-09-13T07:29:45.173Z
2020-03-27T00:00:00.000Z,110,515,468,65,69,381,37,2,1476,0.3489159891598916,3267,2606,0,2020-09-13T07:29:45.173Z
2020-03-28T00:00:00.000Z,53,513,485,69,81,363,41,1,1476,0.3475609756097561,2834,3046,0,2020-09-13T07:29:45.173Z
2020-03-29T00:00:00.000Z,70,544,516,79,88,377,50,3,1476,0.3685636856368564,4289,3509,0,2020-09-13T07:29:45.173Z
2020-03-30T00:00:00.000Z,121,619,570,88,104,427,55,1,1476,0.4193766937669377,3886,3963,0,2020-09-13T07:29:45.173Z
2020-03-31T00:00:00.000Z,111,668,628,97,115,456,64,4,1476,0.4525745257452575,4005,4569,0,2020-09-13T07:29:45.173Z
2020-04-01T00:00:00.000Z,147,769,728,111,143,515,72,8,1476,0.5210027100271003,4088,4410,689,2020-09-13T07:29:45.173Z
2020-04-02T00:00:00.000Z,115,813,728,113,145,555,79,10,1476,0.5508130081300813,4284,4991,720,2020-09-13T07:29:45.173Z
2020-04-03T00:00:00.000Z,97,804,719,130,159,515,93,5,1476,0.5447154471544715,3494,5501,717,2020-09-13T07:29:45.173Z
2020-04-04T00:00:00.000Z,73,791,752,139,171,481,107,7,1476,0.5359078590785907,3155,5828,718,2020-09-13T07:29:45.173Z
2020-04-05T00:00:00.000Z,100,827,743,135,194,498,107,6,1476,0.5602981029810298,4495,6330,693,2020-09-13T07:29:45.173Z
2020-04-06T00:00:00.000Z,93,814,703,147,209,458,110,7,1476,0.551490514905149,4088,6606,796,2020-09-13T07:29:45.173Z
2020-04-07T00:00:00.000Z,72,748,656,159,201,388,106,7,1476,0.5067750677506775,4313,6858,819,2020-09-13T07:29:45.173Z
2020-04-08T00:00:00.000Z,57,695,622,166,193,336,115,9,1476,0.4708672086720867,3511,7026,859,2020-09-13T07:29:45.173Z
2020-04-09T00:00:00.000Z,65,665,634,166,187,312,117,9,1476,0.4505420054200542,3363,7145,944,2020-09-13T07:29:45.173Z
2020-04-10T00:00:00.000Z,56,670,598,170,170,330,128,8,1476,0.453929539295393,4086,7268,1002,2020-09-13T07:29:45.173Z
2020-04-11T00:00:00.000Z,39,627,595,182,162,283,130,6,1476,0.4247967479674797,3172,7372,1061,2020-09-13T07:29:45.173Z
2020-04-12T00:00:00.000Z,90,667,620,177,174,316,130,7,1476,0.4518970189701897,4965,7509,1074,2020-09-13T07:29:45.173Z
2020-04-13T00:00:00.000Z,91,691,629,192,169,330,137,8,1476,0.4681571815718157,4653,7493,1181,2020-09-13T07:29:45.173Z
2020-04-14T00:00:00.000Z,75,676,631,178,170,328,134,8,1476,0.4579945799457995,4376,7453,1229,2020-09-13T07:29:45.173Z
2020-04-15T00:00:00.000Z,69,673,655,180,174,319,133,13,1476,0.4559620596205962,3492,7408,1238,2020-09-13T07:29:45.173Z
2020-04-16T00:00:00.000Z,51,702,643,180,162,360,136,7,1476,0.475609756097561,5388,7214,1366,2020-09-13T07:29:45.173Z
2020-04-17T00:00:00.000Z,48,666,613,166,163,337,125,9,1476,0.451219512195122,4188,7162,1348,2020-09-13T07:29:45.173Z
2020-04-18T00:00:00.000Z,42,644,619,174,141,329,118,11,1476,0.4363143631436314,3825,6732,1661,2020-09-13T07:29:45.173Z
2020-04-19T00:00:00.000Z,40,621,571,157,147,317,118,8,1476,0.4207317073170732,5788,6685,1707,2020-09-13T07:29:45.173Z
2020-04-20T00:00:00.000Z,49,612,560,154,135,323,123,6,1476,0.4146341463414634,5097,6435,1723,2020-09-13T07:29:45.173Z
2020-04-21T00:00:00.000Z,27,546,510,145,147,254,119,9,1476,0.3699186991869919,4921,6274,1738,2020-09-13T07:29:45.173Z
2020-04-22T00:00:00.000Z,36,533,498,149,124,260,110,3,1476,0.3611111111111111,4822,6132,1739,2020-09-13T07:29:45.173Z
2020-04-23T00:00:00.000Z,32,502,454,146,107,249,114,4,1476,0.3401084010840109,5353,6193,1605,2020-09-13T07:29:45.173Z
2020-04-24T00:00:00.000Z,26,462,440,144,109,209,108,3,1476,0.3130081300813008,4411,5799,1751,2020-09-13T07:29:45.173Z
2020-04-25T00:00:00.000Z,8,442,429,136,105,201,107,3,1476,0.2994579945799458,3643,5527,1762,2020-09-13T07:29:45.173Z
2020-04-26T00:00:00.000Z,33,441,415,142,92,207,111,2,1476,0.298780487804878,5757,5405,1737,2020-09-13T07:29:45.173Z
2020-04-27T00:00:00.000Z,21,415,382,133,88,194,102,4,1476,0.2811653116531165,5298,4964,1775,2020-09-13T07:29:45.173Z
2020-04-28T00:00:00.000Z,28,391,367,128,85,178,101,5,1476,0.2649051490514905,4854,4694,1726,2020-09-13T07:29:45.173Z
2020-04-29T00:00:00.000Z,23,377,362,121,87,169,96,6,1476,0.255420054200542,4207,4337,1726,2020-09-13T07:29:45.173Z
2020-04-30T00:00:00.000Z,19,378,346,113,88,177,90,6,1476,0.2560975609756098,5673,4082,1721,2020-09-13T07:29:45.173Z
2020-05-01T00:00:00.000Z,20,353,333,111,85,157,89,4,1476,0.239159891598916,4551,3541,1746,2020-09-13T07:29:45.173Z
2020-05-02T00:00:00.000Z,13,335,328,112,67,156,90,3,1476,0.2269647696476965,3973,3479,1610,2020-09-13T07:29:45.173Z
2020-05-03T00:00:00.000Z,14,324,300,102,72,150,84,3,1476,0.2195121951219512,5982,3391,1591,2020-09-13T07:29:45.173Z
