averageInfected,begin_date,end_date,isCurrentWeek,lastUpdate
630,2021-03-21T00:00:00.000Z,2021-03-27T00:00:00.000Z,False,2021-04-15T19:12:26.047Z
328,2021-03-28T00:00:00.000Z,2021-04-03T00:00:00.000Z,False,2021-04-15T19:12:26.047Z
239,2021-04-04T00:00:00.000Z,2021-04-10T00:00:00.000Z,False,2021-04-15T19:12:26.047Z
188,2021-04-11T00:00:00.000Z,2021-04-15T00:00:00.000Z,True,2021-04-15T19:12:26.047Z
