total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3125,1786,313,218,727,383,2021-02-07T03:48:16.773Z
100,57,18,12,41,21,2021-02-07T03:48:16.773Z
