name,amount,lastUpdate,date
hard,1132,2021-01-28T02:59:46.543Z,2021-01-28T02:59:46.543Z
moderate,225,2021-01-28T02:59:46.543Z,2021-01-28T02:59:46.543Z
critical,388,2021-01-28T02:59:46.543Z,2021-01-28T02:59:46.543Z
breath,306,2021-01-28T02:59:46.543Z,2021-01-28T02:59:46.543Z
name,amount,lastUpdate,date
hard,1132,2021-01-28T02:59:46.543Z,2021-01-28T02:59:46.543Z
moderate,225,2021-01-28T02:59:46.543Z,2021-01-28T02:59:46.543Z
critical,388,2021-01-28T02:59:46.543Z,2021-01-28T02:59:46.543Z
breath,306,2021-01-28T02:59:46.543Z,2021-01-28T02:59:46.543Z
