total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2208,1772,300,225,744,388,2021-01-28T02:59:46.543Z
100,80,17,13,42,22,2021-01-28T02:59:46.543Z
