section,male,female,lastUpdate,date
0,1,2,2021-01-28T02:59:46.543Z,2021-01-28T02:59:46.543Z
10,3,2,2021-01-28T02:59:46.543Z,2021-01-28T02:59:46.543Z
20,6,9,2021-01-28T02:59:46.543Z,2021-01-28T02:59:46.543Z
30,14,10,2021-01-28T02:59:46.543Z,2021-01-28T02:59:46.543Z
40,31,29,2021-01-28T02:59:46.543Z,2021-01-28T02:59:46.543Z
50,157,74,2021-01-28T02:59:46.543Z,2021-01-28T02:59:46.543Z
60,437,191,2021-01-28T02:59:46.543Z,2021-01-28T02:59:46.543Z
70,763,381,2021-01-28T02:59:46.543Z,2021-01-28T02:59:46.543Z
80,858,704,2021-01-28T02:59:46.543Z,2021-01-28T02:59:46.543Z
90,393,543,2021-01-28T02:59:46.543Z,2021-01-28T02:59:46.543Z
