section,male,female,lastUpdate,date
0,1,1,2020-12-14T04:43:13.087Z,2020-12-14T04:43:13.087Z
10,1,2,2020-12-14T04:43:13.087Z,2020-12-14T04:43:13.087Z
20,2,5,2020-12-14T04:43:13.087Z,2020-12-14T04:43:13.087Z
30,12,7,2020-12-14T04:43:13.087Z,2020-12-14T04:43:13.087Z
40,21,12,2020-12-14T04:43:13.087Z,2020-12-14T04:43:13.087Z
50,102,58,2020-12-14T04:43:13.087Z,2020-12-14T04:43:13.087Z
60,272,113,2020-12-14T04:43:13.087Z,2020-12-14T04:43:13.087Z
70,504,251,2020-12-14T04:43:13.087Z,2020-12-14T04:43:13.087Z
80,551,471,2020-12-14T04:43:13.087Z,2020-12-14T04:43:13.087Z
90,243,370,2020-12-14T04:43:13.087Z,2020-12-14T04:43:13.087Z
