section,male,female,lastUpdate,date
0,0,0,2020-12-14T04:43:13.087Z,2020-12-14T04:43:13.087Z
10,1,0,2020-12-14T04:43:13.087Z,2020-12-14T04:43:13.087Z
20,0,0,2020-12-14T04:43:13.087Z,2020-12-14T04:43:13.087Z
30,0,0,2020-12-14T04:43:13.087Z,2020-12-14T04:43:13.087Z
40,3,3,2020-12-14T04:43:13.087Z,2020-12-14T04:43:13.087Z
50,13,4,2020-12-14T04:43:13.087Z,2020-12-14T04:43:13.087Z
60,26,11,2020-12-14T04:43:13.087Z,2020-12-14T04:43:13.087Z
70,23,13,2020-12-14T04:43:13.087Z,2020-12-14T04:43:13.087Z
80,9,9,2020-12-14T04:43:13.087Z,2020-12-14T04:43:13.087Z
90,0,2,2020-12-14T04:43:13.087Z,2020-12-14T04:43:13.087Z
