section,male,female,lastUpdate,date
0,1,1,2021-01-06T07:37:53.437Z,2021-01-06T07:37:53.437Z
10,1,2,2021-01-06T07:37:53.437Z,2021-01-06T07:37:53.437Z
20,5,7,2021-01-06T07:37:53.437Z,2021-01-06T07:37:53.437Z
30,12,7,2021-01-06T07:37:53.437Z,2021-01-06T07:37:53.437Z
40,23,22,2021-01-06T07:37:53.437Z,2021-01-06T07:37:53.437Z
50,126,63,2021-01-06T07:37:53.437Z,2021-01-06T07:37:53.437Z
60,327,134,2021-01-06T07:37:53.437Z,2021-01-06T07:37:53.437Z
70,575,289,2021-01-06T07:37:53.437Z,2021-01-06T07:37:53.437Z
80,649,547,2021-01-06T07:37:53.437Z,2021-01-06T07:37:53.437Z
90,295,421,2021-01-06T07:37:53.437Z,2021-01-06T07:37:53.437Z
