section,male,female,lastUpdate,date
0,0,,2021-01-01T06:25:20.060Z,2021-01-01T06:25:20.060Z
10,1,1.0,2021-01-01T06:25:20.060Z,2021-01-01T06:25:20.060Z
20,5,1.0,2021-01-01T06:25:20.060Z,2021-01-01T06:25:20.060Z
30,8,5.0,2021-01-01T06:25:20.060Z,2021-01-01T06:25:20.060Z
40,30,20.0,2021-01-01T06:25:20.060Z,2021-01-01T06:25:20.060Z
50,66,22.0,2021-01-01T06:25:20.060Z,2021-01-01T06:25:20.060Z
60,108,40.0,2021-01-01T06:25:20.060Z,2021-01-01T06:25:20.060Z
70,112,87.0,2021-01-01T06:25:20.060Z,2021-01-01T06:25:20.060Z
80,70,56.0,2021-01-01T06:25:20.060Z,2021-01-01T06:25:20.060Z
90,18,12.0,2021-01-01T06:25:20.060Z,2021-01-01T06:25:20.060Z
