total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2917,1477,304,207,588,374,2021-02-16T20:03:32.033Z
100,51,21,14,40,25,2021-02-16T20:03:32.033Z
