date,new_hospitalized,Counthospitalized,Counthospitalized_without_release,CountHardStatus,CountMediumStatus,CountEasyStatus,CountBreath,CountDeath,total_beds,StandardOccupancy,num_visits,patients_home,patients_hotel,lastUpdate
2020-03-02T00:00:00.000Z,1,11,11,0,0,11,0,0,1273,0.00864100549882168,5632,-181,0,2020-08-22T16:59:01.583Z
2020-03-03T00:00:00.000Z,0,10,10,0,0,10,0,0,1273,0.007855459544383346,7857,-178,0,2020-08-22T16:59:01.583Z
2020-03-04T00:00:00.000Z,0,12,11,0,0,12,0,0,1273,0.009426551453260016,7012,-180,0,2020-08-22T16:59:01.583Z
2020-03-05T00:00:00.000Z,1,13,13,1,0,12,0,0,1273,0.01021209740769835,7012,-180,0,2020-08-22T16:59:01.583Z
2020-03-06T00:00:00.000Z,1,16,16,2,0,14,1,0,1273,0.01256873527101336,5177,-179,0,2020-08-22T16:59:01.583Z
2020-03-07T00:00:00.000Z,1,20,20,3,0,17,2,0,1273,0.01571091908876669,4861,-179,0,2020-08-22T16:59:01.583Z
2020-03-08T00:00:00.000Z,2,26,26,5,0,21,4,0,1273,0.0204241948153967,7330,-176,0,2020-08-22T16:59:01.583Z
2020-03-09T00:00:00.000Z,7,39,39,6,0,33,5,0,1273,0.03063629222309505,6205,-185,0,2020-08-22T16:59:01.583Z
2020-03-10T00:00:00.000Z,2,59,59,6,0,53,5,0,1273,0.04634721131186174,6021,-172,0,2020-08-22T16:59:01.583Z
2020-03-11T00:00:00.000Z,10,81,81,7,1,73,6,0,1273,0.0636292223095051,5981,-174,0,2020-08-22T16:59:01.583Z
2020-03-12T00:00:00.000Z,6,103,101,7,1,95,6,0,1273,0.08091123330714847,5983,-173,0,2020-08-22T16:59:01.583Z
2020-03-13T00:00:00.000Z,10,123,122,7,4,112,6,0,1273,0.09662215239591516,4121,-159,0,2020-08-22T16:59:01.583Z
2020-03-14T00:00:00.000Z,20,162,161,6,4,152,4,0,1273,0.1272584446190102,3692,-169,0,2020-08-22T16:59:01.583Z
2020-03-15T00:00:00.000Z,37,202,200,9,6,187,6,0,1273,0.1586802827965436,5490,-170,0,2020-08-22T16:59:01.583Z
2020-03-16T00:00:00.000Z,27,221,215,11,5,205,7,0,1273,0.173605655930872,4759,-112,0,2020-08-22T16:59:01.583Z
2020-03-17T00:00:00.000Z,46,256,256,12,6,238,7,0,1273,0.2010997643362137,4338,-64,0,2020-08-22T16:59:01.583Z
2020-03-18T00:00:00.000Z,54,306,269,16,11,279,7,0,1273,0.2403770620581304,3920,36,0,2020-08-22T16:59:01.583Z
2020-03-19T00:00:00.000Z,31,295,264,21,11,263,12,0,1273,0.2317360565593087,4053,166,0,2020-08-22T16:59:01.583Z
2020-03-20T00:00:00.000Z,30,289,251,23,14,252,12,1,1273,0.2270227808326787,3207,343,0,2020-08-22T16:59:01.583Z
2020-03-21T00:00:00.000Z,35,277,274,27,21,229,15,0,1273,0.2175962293794187,2905,526,0,2020-08-22T16:59:01.583Z
2020-03-22T00:00:00.000Z,54,324,305,37,32,255,22,0,1273,0.2545168892380204,4523,742,0,2020-08-22T16:59:01.583Z
2020-03-23T00:00:00.000Z,58,352,323,42,36,274,24,0,1273,0.2765121759622938,4053,1062,0,2020-08-22T16:59:01.583Z
2020-03-24T00:00:00.000Z,82,395,343,45,48,302,26,3,1273,0.3102906520031422,3963,1455,0,2020-08-22T16:59:01.583Z
2020-03-25T00:00:00.000Z,81,413,397,49,53,311,28,1,1273,0.3244304791830322,3666,1813,0,2020-08-22T16:59:01.583Z
2020-03-26T00:00:00.000Z,83,464,413,54,65,345,31,5,1273,0.3644933228593873,3925,2295,0,2020-08-22T16:59:01.583Z
2020-03-27T00:00:00.000Z,110,515,469,65,69,381,37,2,1273,0.4045561665357423,3267,2662,0,2020-08-22T16:59:01.583Z
2020-03-28T00:00:00.000Z,53,513,485,69,81,363,41,1,1273,0.4029850746268657,2834,3102,0,2020-08-22T16:59:01.583Z
