section,male,female,lastUpdate,date
0,2,2,2021-01-27T15:47:33.793Z,2021-01-27T15:47:33.793Z
10,0,0,2021-01-27T15:47:33.793Z,2021-01-27T15:47:33.793Z
20,7,11,2021-01-27T15:47:33.793Z,2021-01-27T15:47:33.793Z
30,25,18,2021-01-27T15:47:33.793Z,2021-01-27T15:47:33.793Z
40,61,38,2021-01-27T15:47:33.793Z,2021-01-27T15:47:33.793Z
50,107,43,2021-01-27T15:47:33.793Z,2021-01-27T15:47:33.793Z
60,164,82,2021-01-27T15:47:33.793Z,2021-01-27T15:47:33.793Z
70,159,124,2021-01-27T15:47:33.793Z,2021-01-27T15:47:33.793Z
80,94,117,2021-01-27T15:47:33.793Z,2021-01-27T15:47:33.793Z
90,36,44,2021-01-27T15:47:33.793Z,2021-01-27T15:47:33.793Z
