age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,77689,10191,1505185,5.2,0.7,2021-01-27T15:47:33.793Z
20-29,246874,72090,1277634,19.3,5.6,2021-01-27T15:47:33.793Z
30-39,280701,99147,1186386,23.7,8.4,2021-01-27T15:47:33.793Z
40-49,492534,153690,1080768,45.6,14.2,2021-01-27T15:47:33.793Z
50-59,508277,208425,832687,61.0,25.0,2021-01-27T15:47:33.793Z
60-69,543494,392853,735380,73.9,53.4,2021-01-27T15:47:33.793Z
70-79,421212,332511,462148,91.1,71.9,2021-01-27T15:47:33.793Z
80-89,187471,144545,222547,84.2,65.0,2021-01-27T15:47:33.793Z
90+,43958,33805,50589,86.9,66.8,2021-01-27T15:47:33.793Z
