name,coronaOccupancy,normalOccupancy,isolatedTeam,lastUpdate,date
שיבא,,93.60759735107422,30,2021-03-01T07:25:10.480Z,2021-03-01T07:25:10.480Z
יוספטל,,41.53845977783203,17,2021-03-01T07:25:10.480Z,2021-03-01T07:25:10.480Z
שמיר,,72.83950805664062,15,2021-03-01T07:25:10.480Z,2021-03-01T07:25:10.480Z
וולפסון,,75.40263366699219,14,2021-03-01T07:25:10.480Z,2021-03-01T07:25:10.480Z
זיו צפת,,77.80979919433594,20,2021-03-01T07:25:10.480Z,2021-03-01T07:25:10.480Z
הלל יפה,,89.51456451416016,21,2021-03-01T07:25:10.480Z,2021-03-01T07:25:10.480Z
נהריה,,75.75342559814453,24,2021-03-01T07:25:10.480Z,2021-03-01T07:25:10.480Z
ברזילי,,78.9735107421875,20,2021-03-01T07:25:10.480Z,2021-03-01T07:25:10.480Z
פוריה,,66.47887420654297,10,2021-03-01T07:25:10.480Z,2021-03-01T07:25:10.480Z
סוראסקי,,116.2254486083984,44,2021-03-01T07:25:10.480Z,2021-03-01T07:25:10.480Z
בני ציון,,85.45034790039062,5,2021-03-01T07:25:10.480Z,2021-03-01T07:25:10.480Z
רבין ק. בילינסון,,86.4670639038086,34,2021-03-01T07:25:10.480Z,2021-03-01T07:25:10.480Z
סורוקה,,82.53692626953125,26,2021-03-01T07:25:10.480Z,2021-03-01T07:25:10.480Z
מאיר,,82.9048843383789,25,2021-03-01T07:25:10.480Z,2021-03-01T07:25:10.480Z
קפלן,,98.55595397949219,30,2021-03-01T07:25:10.480Z,2021-03-01T07:25:10.480Z
"רמב""ם",,88.52458953857422,16,2021-03-01T07:25:10.480Z,2021-03-01T07:25:10.480Z
הכרמל,,82.61758422851562,7,2021-03-01T07:25:10.480Z,2021-03-01T07:25:10.480Z
השרון ק. גולדה,,55.60165786743164,5,2021-03-01T07:25:10.480Z,2021-03-01T07:25:10.480Z
הדסה עין כרם,,,41,2021-03-01T07:25:10.480Z,2021-03-01T07:25:10.480Z
הסקוטי,,,0,2021-03-01T07:25:10.480Z,2021-03-01T07:25:10.480Z
המשפחה הקדושה,,,0,2021-03-01T07:25:10.480Z,2021-03-01T07:25:10.480Z
סנט ג'וזף,,,2,2021-03-01T07:25:10.480Z,2021-03-01T07:25:10.480Z
שערי צדק,,94.59459686279297,14,2021-03-01T07:25:10.480Z,2021-03-01T07:25:10.480Z
אל מקאסד,,,0,2021-03-01T07:25:10.480Z,2021-03-01T07:25:10.480Z
לניאדו,,91.08634948730469,23,2021-03-01T07:25:10.480Z,2021-03-01T07:25:10.480Z
אוגוסטה ויקטוריה,,,1,2021-03-01T07:25:10.480Z,2021-03-01T07:25:10.480Z
מעייני הישועה,,93.67088317871094,4,2021-03-01T07:25:10.480Z,2021-03-01T07:25:10.480Z
אסותא אשדוד,,,5,2021-03-01T07:25:10.480Z,2021-03-01T07:25:10.480Z
שניידר,,,0,2021-03-01T07:25:10.480Z,2021-03-01T07:25:10.480Z
סנט וינסנט,,,0,2021-03-01T07:25:10.480Z,2021-03-01T07:25:10.480Z
המרכזי בעמק,,76.55172729492188,41,2021-03-01T07:25:10.480Z,2021-03-01T07:25:10.480Z
