total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3263,861,168,130,298,250,2021-03-21T12:31:44.520Z
100,26,20,15,35,29,2021-03-21T12:31:44.520Z
