age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,313266,247054,1538337,20.4,16.1,2021-03-21T12:31:44.520Z
20-29,925142,748348,1300361,71.1,57.5,2021-03-21T12:31:44.520Z
30-39,911220,771857,1197026,76.1,64.5,2021-03-21T12:31:44.520Z
40-49,893210,793621,1098556,81.3,72.2,2021-03-21T12:31:44.520Z
50-59,733976,667091,849966,86.4,78.5,2021-03-21T12:31:44.520Z
60-69,653617,612631,741639,88.1,82.6,2021-03-21T12:31:44.520Z
70-79,475112,453903,490784,96.8,92.5,2021-03-21T12:31:44.520Z
80-89,212182,201406,225538,94.1,89.3,2021-03-21T12:31:44.520Z
90+,49764,46472,51496,96.6,90.2,2021-03-21T12:31:44.520Z
