section,male,female,lastUpdate,date
0,0,2,2021-03-21T12:31:44.520Z,2021-03-21T12:31:44.520Z
10,0,0,2021-03-21T12:31:44.520Z,2021-03-21T12:31:44.520Z
20,4,2,2021-03-21T12:31:44.520Z,2021-03-21T12:31:44.520Z
30,6,12,2021-03-21T12:31:44.520Z,2021-03-21T12:31:44.520Z
40,18,7,2021-03-21T12:31:44.520Z,2021-03-21T12:31:44.520Z
50,30,16,2021-03-21T12:31:44.520Z,2021-03-21T12:31:44.520Z
60,29,22,2021-03-21T12:31:44.520Z,2021-03-21T12:31:44.520Z
70,19,15,2021-03-21T12:31:44.520Z,2021-03-21T12:31:44.520Z
80,8,10,2021-03-21T12:31:44.520Z,2021-03-21T12:31:44.520Z
90,3,2,2021-03-21T12:31:44.520Z,2021-03-21T12:31:44.520Z
