total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2917,1622,280,234,661,347,2021-02-14T15:54:14.063Z
100,56,17,14,41,21,2021-02-14T15:54:14.063Z
