age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,180382,36845,1505185,12.0,2.4,2021-02-14T15:54:14.063Z
20-29,530153,189566,1277634,41.5,14.8,2021-02-14T15:54:14.063Z
30-39,589393,237644,1186386,49.7,20.0,2021-02-14T15:54:14.063Z
40-49,692114,421865,1080768,64.0,39.0,2021-02-14T15:54:14.063Z
50-59,611183,468584,832687,73.4,56.3,2021-02-14T15:54:14.063Z
60-69,587150,523767,735380,79.8,71.2,2021-02-14T15:54:14.063Z
70-79,443054,410026,462148,95.9,88.7,2021-02-14T15:54:14.063Z
80-89,197876,181212,222547,88.9,81.4,2021-02-14T15:54:14.063Z
90+,46603,41638,50589,92.1,82.3,2021-02-14T15:54:14.063Z
