section,male,female,lastUpdate,date
0,3,1,2021-01-26T08:39:00.873Z,2021-01-26T08:39:00.873Z
10,0,0,2021-01-26T08:39:00.873Z,2021-01-26T08:39:00.873Z
20,5,9,2021-01-26T08:39:00.873Z,2021-01-26T08:39:00.873Z
30,20,20,2021-01-26T08:39:00.873Z,2021-01-26T08:39:00.873Z
40,59,32,2021-01-26T08:39:00.873Z,2021-01-26T08:39:00.873Z
50,107,41,2021-01-26T08:39:00.873Z,2021-01-26T08:39:00.873Z
60,179,83,2021-01-26T08:39:00.873Z,2021-01-26T08:39:00.873Z
70,165,123,2021-01-26T08:39:00.873Z,2021-01-26T08:39:00.873Z
80,104,120,2021-01-26T08:39:00.873Z,2021-01-26T08:39:00.873Z
90,37,46,2021-01-26T08:39:00.873Z,2021-01-26T08:39:00.873Z
