age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,60386,8059,1505185,4.0,0.5,2021-01-26T08:39:00.873Z
20-29,224618,57065,1277634,17.6,4.5,2021-01-26T08:39:00.873Z
30-39,261407,81182,1186386,22.0,6.8,2021-01-26T08:39:00.873Z
40-49,464912,126205,1080768,43.0,11.7,2021-01-26T08:39:00.873Z
50-59,495429,172486,832687,59.5,20.7,2021-01-26T08:39:00.873Z
60-69,537784,349762,735380,73.1,47.6,2021-01-26T08:39:00.873Z
70-79,417783,300020,462148,90.4,64.9,2021-01-26T08:39:00.873Z
80-89,185810,127877,222547,83.5,57.5,2021-01-26T08:39:00.873Z
90+,43523,29891,50589,86.0,59.1,2021-01-26T08:39:00.873Z
