total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2020,1785,341,249,776,403,2021-01-26T08:39:00.873Z
100,88,19,14,43,23,2021-01-26T08:39:00.873Z
