section,male,female,lastUpdate,date
0,6823,6574,2020-09-06T15:33:44.957Z,2020-09-06T15:33:44.957Z
10,14364,10935,2020-09-06T15:33:44.957Z,2020-09-06T15:33:44.957Z
20,13439,13123,2020-09-06T15:33:44.957Z,2020-09-06T15:33:44.957Z
30,9019,8956,2020-09-06T15:33:44.957Z,2020-09-06T15:33:44.957Z
40,7854,8484,2020-09-06T15:33:44.957Z,2020-09-06T15:33:44.957Z
50,6268,6564,2020-09-06T15:33:44.957Z,2020-09-06T15:33:44.957Z
60,4396,4069,2020-09-06T15:33:44.957Z,2020-09-06T15:33:44.957Z
70,2203,2045,2020-09-06T15:33:44.957Z,2020-09-06T15:33:44.957Z
80,933,1256,2020-09-06T15:33:44.957Z,2020-09-06T15:33:44.957Z
90,233,570,2020-09-06T15:33:44.957Z,2020-09-06T15:33:44.957Z
