age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,324048,277503,1538337,21.1,18.0,2021-04-04T06:25:41.347Z
20-29,952018,832015,1300361,73.2,64.0,2021-04-04T06:25:41.347Z
30-39,930967,839128,1197026,77.8,70.1,2021-04-04T06:25:41.347Z
40-49,906544,836020,1098556,82.5,76.1,2021-04-04T06:25:41.347Z
50-59,742441,692165,849966,87.3,81.4,2021-04-04T06:25:41.347Z
60-69,658613,625903,741639,88.8,84.4,2021-04-04T06:25:41.347Z
70-79,477726,460603,490784,97.3,93.9,2021-04-04T06:25:41.347Z
80-89,213566,205032,225538,94.7,90.9,2021-04-04T06:25:41.347Z
90+,50207,47314,51496,97.5,91.9,2021-04-04T06:25:41.347Z
