city,sickCount,actualSick,verifiedLast7Days,testLast7Days,patientDiffPopulationForTenThousands,lastUpdate,date
ירושלים,130290,788,230,14875,8,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
באר שבע,15051,188,78,5312,9,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
רהט,4914,187,104,1208,27,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
תל אביב - יפו,26271,185,57,15254,4,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
נתניה,16920,137,76,5793,6,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
חיפה,16603,122,37,8783,4,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
פתח תקווה,21577,119,52,6713,5,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
חולון,14616,106,31,4278,6,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
אשדוד,25502,101,26,4840,4,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
נצרת,9013,90,22,1474,11,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
אום אל-פחם,6122,82,56,1043,14,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
לוד,8606,81,26,1988,10,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
ראשון לציון,14841,81,27,5917,3,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
בת ים,9650,79,24,3186,6,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
אשקלון,11809,74,24,3375,5,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
טייבה,4526,67,48,1002,15,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
רמלה,9514,55,  6-10  ,1554,7,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
נתיבות,7002,51,33,605,13,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
בית שמש,20204,50,28,1336,4,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
רחובות,11291,48,20,3341,3,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
לקיה,750,47,27,242,30,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
אבו סנאן,1337,44,20,1035,33,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
קרית גת,7298,44, 11-14 ,1101,7,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
חדרה,6816,42,22,2206,4,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
באקה אל-גרביה,2749,41,17,641,14,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
כסיפה,892,41,15,154,22,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
כפר קאסם,3353,41,24,742,17,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
אבו גוש,1276,40,17,543,49,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
ערד,2466,40, 11-14 ,983,15,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
ערערה-בנגב,986,38,21,219,20,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
בני ברק,48198,36, 11-14 ,1305,2,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
ערערה,2017,35,20,410,17,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
דימונה,2497,35, 11-14 ,1085,10,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
קרית אתא,4677,34,  6-10  ,1469,6,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
חורה,857,34,19,176,18,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
תל שבע,559,33, 11-14 ,268,16,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
מעלה עירון,1875,32,17,279,21,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
עין מאהל,1649,30,16,265,22,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
ירכא,2126,30,  6-10  ,245,19,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
ריינה,1697,29,  1-5  ,249,17,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
אילת,2504,29,  1-5  ,3248,5,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
רמת גן,7884,28,16,4062,2,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
טירה,2719,28, 11-14 ,597,10,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
אעצם (שבט),79,26,17,73,24,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
שפרעם,4110,26,  6-10  ,731,6,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
בית ג'ן,1889,25, 11-14 ,222,21,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
צפת,4800,25,  6-10  ,391,7,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
כפר מנדא,1680,25,  1-5  ,227,12,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
טבריה,4513,24,  6-10  ,770,5,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
עראבה,2303,23, 11-14 ,598,9,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
הרצליה,4225,23,  1-5  ,3207,2,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
אור יהודה,4345,22,  6-10  ,653,6,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
כפר סבא,4070,22,  1-5  ,2963,2,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
מודיעין-מכבים-רעות,4810,21,  6-10  ,2772,2,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
אריאל,1037,21,  6-10  ,513,12,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
עפולה,3786,21, 11-14 ,1225,4,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
יפיע,2214,21,  1-5  ,290,11,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
שדרות,2874,21, 11-14 ,481,7,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
נהריה,3304,21,  1-5  ,1382,3,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
עכו,4065,20,  6-10  ,1375,4,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
פרדס חנה-כרכור,2336,20,  6-10  ,1250,5,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
יבנה,4322,20, 11-14 ,993,4,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
כאוכב אבו אל-היג'א,457,19,  6-10  ,209,48,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
טמרה,3859,19,  6-10  ,798,5,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
ראמה,942,18,  6-10  ,268,21,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
נוף הגליל,2858,17,  1-5  ,1146,4,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
משהד,792,17,  1-5  ,152,19,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
כפר כנא,2435,17,  1-5  ,393,7,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
מודיעין עילית,25173,17,  6-10  ,361,2,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
אופקים,4302,16,  1-5  ,591,5,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
קרית ים,2342,16,  6-10  ,1568,4,2021-04-04T06:25:41.347Z,2021-04-04T06:25:41.347Z
