section,male,female,lastUpdate,date
0,16394,15696,2020-10-19T10:13:56.977Z,2020-10-19T10:13:56.977Z
10,37640,26661,2020-10-19T10:13:56.977Z,2020-10-19T10:13:56.977Z
20,31635,28495,2020-10-19T10:13:56.977Z,2020-10-19T10:13:56.977Z
30,21085,20635,2020-10-19T10:13:56.977Z,2020-10-19T10:13:56.977Z
40,18366,19278,2020-10-19T10:13:56.977Z,2020-10-19T10:13:56.977Z
50,14223,14603,2020-10-19T10:13:56.977Z,2020-10-19T10:13:56.977Z
60,10309,9083,2020-10-19T10:13:56.977Z,2020-10-19T10:13:56.977Z
70,5046,4567,2020-10-19T10:13:56.977Z,2020-10-19T10:13:56.977Z
80,2172,2694,2020-10-19T10:13:56.977Z,2020-10-19T10:13:56.977Z
90,511,1174,2020-10-19T10:13:56.977Z,2020-10-19T10:13:56.977Z
