section,male,female,lastUpdate,date
0,1,2,2020-12-28T20:41:37.823Z,2020-12-28T20:41:37.823Z
10,1,2,2020-12-28T20:41:37.823Z,2020-12-28T20:41:37.823Z
20,3,6,2020-12-28T20:41:37.823Z,2020-12-28T20:41:37.823Z
30,12,8,2020-12-28T20:41:37.823Z,2020-12-28T20:41:37.823Z
40,22,15,2020-12-28T20:41:37.823Z,2020-12-28T20:41:37.823Z
50,114,60,2020-12-28T20:41:37.823Z,2020-12-28T20:41:37.823Z
60,312,127,2020-12-28T20:41:37.823Z,2020-12-28T20:41:37.823Z
70,545,267,2020-12-28T20:41:37.823Z,2020-12-28T20:41:37.823Z
80,596,505,2020-12-28T20:41:37.823Z,2020-12-28T20:41:37.823Z
90,265,393,2020-12-28T20:41:37.823Z,2020-12-28T20:41:37.823Z
