section,male,female,lastUpdate,date
0,22125,21115,2020-12-28T20:41:37.823Z,2020-12-28T20:41:37.823Z
10,46223,35859,2020-12-28T20:41:37.823Z,2020-12-28T20:41:37.823Z
20,40611,38862,2020-12-28T20:41:37.823Z,2020-12-28T20:41:37.823Z
30,28125,28772,2020-12-28T20:41:37.823Z,2020-12-28T20:41:37.823Z
40,24749,26903,2020-12-28T20:41:37.823Z,2020-12-28T20:41:37.823Z
50,19303,20279,2020-12-28T20:41:37.823Z,2020-12-28T20:41:37.823Z
60,14200,12838,2020-12-28T20:41:37.823Z,2020-12-28T20:41:37.823Z
70,7091,6541,2020-12-28T20:41:37.823Z,2020-12-28T20:41:37.823Z
80,2939,3766,2020-12-28T20:41:37.823Z,2020-12-28T20:41:37.823Z
90,710,1617,2020-12-28T20:41:37.823Z,2020-12-28T20:41:37.823Z
