section,male,female,lastUpdate,date
0,0,0,2020-11-30T19:39:53.010Z,2020-11-30T19:39:53.010Z
10,1,0,2020-11-30T19:39:53.010Z,2020-11-30T19:39:53.010Z
20,0,0,2020-11-30T19:39:53.010Z,2020-11-30T19:39:53.010Z
30,0,0,2020-11-30T19:39:53.010Z,2020-11-30T19:39:53.010Z
40,5,2,2020-11-30T19:39:53.010Z,2020-11-30T19:39:53.010Z
50,7,2,2020-11-30T19:39:53.010Z,2020-11-30T19:39:53.010Z
60,16,9,2020-11-30T19:39:53.010Z,2020-11-30T19:39:53.010Z
70,21,12,2020-11-30T19:39:53.010Z,2020-11-30T19:39:53.010Z
80,3,9,2020-11-30T19:39:53.010Z,2020-11-30T19:39:53.010Z
90,1,1,2020-11-30T19:39:53.010Z,2020-11-30T19:39:53.010Z
