section,male,female,lastUpdate,date
0,0,0,2020-11-30T19:39:53.010Z,2020-11-30T19:39:53.010Z
10,1,0,2020-11-30T19:39:53.010Z,2020-11-30T19:39:53.010Z
20,0,0,2020-11-30T19:39:53.010Z,2020-11-30T19:39:53.010Z
30,1,0,2020-11-30T19:39:53.010Z,2020-11-30T19:39:53.010Z
40,14,7,2020-11-30T19:39:53.010Z,2020-11-30T19:39:53.010Z
50,22,15,2020-11-30T19:39:53.010Z,2020-11-30T19:39:53.010Z
60,43,22,2020-11-30T19:39:53.010Z,2020-11-30T19:39:53.010Z
70,54,31,2020-11-30T19:39:53.010Z,2020-11-30T19:39:53.010Z
80,15,23,2020-11-30T19:39:53.010Z,2020-11-30T19:39:53.010Z
90,4,3,2020-11-30T19:39:53.010Z,2020-11-30T19:39:53.010Z
