total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2892,391,85,46,91,149,2021-04-13T03:25:27.197Z
100,14,22,12,23,38,2021-04-13T03:25:27.197Z
