age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,333124,294356,1538337,21.7,19.1,2021-04-13T03:25:27.197Z
20-29,972825,874088,1300361,74.8,67.2,2021-04-13T03:25:27.197Z
30-39,947384,871194,1197026,79.1,72.8,2021-04-13T03:25:27.197Z
40-49,917018,856196,1098556,83.5,77.9,2021-04-13T03:25:27.197Z
50-59,749347,703622,849966,88.2,82.8,2021-04-13T03:25:27.197Z
60-69,662972,632026,741639,89.4,85.2,2021-04-13T03:25:27.197Z
70-79,480297,463713,490784,97.9,94.5,2021-04-13T03:25:27.197Z
80-89,214944,206722,225538,95.3,91.7,2021-04-13T03:25:27.197Z
90+,50719,47802,51496,98.5,92.8,2021-04-13T03:25:27.197Z
